"","codigo_renacyt","Investigador","Genero","URL_CTI_Vitae","grupo","nivel","Fecha_de_inicio_de_vigencia","fecha_fin_de_vigencia","Rango_de_Edad","reglamento"
"5919","P0042401","TEJADA LARA, JULIA VICTORIA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=42401","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 30 a 39 años","Reglamento 2018"
"5920","P0013055","VARGAS NEUMANN, JULIO HERNAN","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13055","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 80 a 89 años","Reglamento 2018"
"5921","P0063497","BENAVENTE ALVARADO, TONY ANTONIO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=63497","Maria Rostworowski","II",2019-10-01,2022-10-01,"Entre 60 a 69 años","Reglamento 2018"
"5922","P0062862","ZEVALLOS ACOSTA, ULADISLAO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=62862","Maria Rostworowski","II",2020-12-31,2023-12-31,"Entre 70 a 79 años","Reglamento 2018"
"5923","P0102549","SANDOVAL VERGARA, ANA NOEMI","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=102549","Maria Rostworowski","II",2020-09-16,2023-09-16,"Entre 30 a 39 años","Reglamento 2018"
"5924","P0000505","ALDAMA REYNA, CLAVER WILDER","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=505","Maria Rostworowski","I",2021-06-01,2024-06-01,"Entre 60 a 69 años","Reglamento 2018"
"5925","P0021992","TONFAT SECLEN, JORGE LUCIO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21992","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 30 a 39 años","Reglamento 2018"
"5926","P0048497","YOVERA ALDANA, MARLON AUGUSTO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=48497","Maria Rostworowski","III",2020-12-21,2022-12-21,"Entre 40 a 49 años","Reglamento 2018"
"5927","P0056335","AGUILAR  RUIZ, SALVADOR","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=56335","Carlos Monge Medrano","I",2019-10-01,2022-10-01,"Entre 50 a 59 años","Reglamento 2018"
"5928","P0010068","SANCHEZ SILVA, LUIS GUSTAVO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=10068","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 30 a 39 años","Reglamento 2018"
"5929","P0035916","CACERES CEBRECOS, ANA LUCIA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=35916","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 20 a 29 años","Reglamento 2018"
"5930","P0010824","OLARTE CALSINA, SAUL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=10824","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"5931","P0032027","RIVAS CHAMORRO, MARINOLI","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=32027","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 30 a 39 años","Reglamento 2018"
"5932","P0019265","DIAZ ALVAN, JUAN","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=19265","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"5933","P0010110","APARCO BALBOA, JUAN PABLO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=10110","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 40 a 49 años","Reglamento 2018"
"5934","P0028790","ZARATE SEGURA, GUILLERMO WENCESLAO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=28790","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 30 a 39 años","Reglamento 2018"
"5935","P0010468","NOE MOCCETTI, NORMA VICTORIA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=10468","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 70 a 79 años","Reglamento 2018"
"5936","P0002197","FLORES ESPINOZA, DONATO ANDRES","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=2197","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 50 a 59 años","Reglamento 2018"
"5937","P0010662","BERROCAL TITO, MARIELLA JANETTE","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=10662","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 50 a 59 años","Reglamento 2018"
"5938","P0021354","VASQUEZ MARTINEZ, RODOLFO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21354","Carlos Monge Medrano","I",2019-10-01,2022-10-01,"Entre 60 a 69 años","Reglamento 2018"
"5939","P0204657","KHAN , SABIR","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=204657","Carlos Monge Medrano","II",2020-07-02,2023-07-02,"Entre 40 a 49 años","Reglamento 2018"
"5940","P0011483","MENACHO RAMOS, JORGE AURELIO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=11483","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 80 a 89 años","Reglamento 2018"
"5941","P0056080","AGUIRRE TIPISMANA, LUIS GUSTAVO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=56080","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 20 a 29 años","Reglamento 2018"
"5942","P0003321","CHU KOO, FRED WILLIAM","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=3321","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 50 a 59 años","Reglamento 2018"
"5943","P0035993","GALDOS CHAVEZ, JOSE RODRIGO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=35993","Maria Rostworowski","II",2019-10-01,2022-10-01,"Entre 30 a 39 años","Reglamento 2018"
"5944","P0096464","CORDOVA CHIRINOS, JOSE WILLIAM","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=96464","Maria Rostworowski","II",2021-06-01,2024-06-01,"Entre 60 a 69 años","Reglamento 2018"
"5945","P0014431","MOQUET , JEAN-SÉBASTIE","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=14431","Carlos Monge Medrano","II",2019-10-01,2022-10-01,"Entre 30 a 39 años","Reglamento 2018"
"5946","P0079745","PACHAS MACEDA, SOFIA KARINA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=79745","Maria Rostworowski","I",2020-07-02,2023-07-02,"Entre 40 a 49 años","Reglamento 2018"
"5947","P0003040","OSCANOA ESPINOZA, TEODORO JULIO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=3040","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 60 a 69 años","Reglamento 2018"
"5948","P0013804","MAYTA MALPARTIDA, HOLGER","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13804","Carlos Monge Medrano","II",2019-10-01,2022-10-01,"Entre 50 a 59 años","Reglamento 2018"
"5949","P0043881","MORANTE PAJUELO, RENZO DANIEL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=43881","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"5950","P0015492","ESCOBAR GUZMAN, ENRIQUE JUAN","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=15492","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 60 a 69 años","Reglamento 2018"
"5951","P0047094","SANCHEZ ORTEGA, JAIME AGUSTIN","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=47094","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 50 a 59 años","Reglamento 2018"
"5952","P0141849","PASSANO DEL CARPIO, AGUSTIN ANTONIO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=141849","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 50 a 59 años","Reglamento 2018"
"5953","P0005511","MERINO MENDEZ, CARLOS","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=5511","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"5954","P0004863","CHUSPE ZANS, MARIA ELENA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=4863","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"5955","P0003995","GUEZALA VILLAVICENCIO, MARIA CLAUDIA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=3995","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 40 a 49 años","Reglamento 2018"
"5956","P0000987","ÑIQUE GUTIERREZ, NORBERTO DAMIAN","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=987","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 50 a 59 años","Reglamento 2018"
"5957","P0013706","HERAUD PEREZ, JORGE ARTURO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13706","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 80 a 89 años","Reglamento 2018"
"5958","P0010610","MAS SANDOVAL, ROMY KELLY","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=10610","Maria Rostworowski","I",2020-12-31,2023-12-31,"Entre 50 a 59 años","Reglamento 2018"
"5959","P0013550","JIMENEZ AGUADO, CARLOS FRANCISCO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13550","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 40 a 49 años","Reglamento 2018"
"5960","P0013785","YEPEZ PINILLOS, VICTOR EDUARDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13785","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 60 a 69 años","Reglamento 2018"
"5961","P0013893","CRUZ DE LA CRUZ, JOSE EMMANUEL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13893","Carlos Monge Medrano","III",2021-06-01,2023-06-01,"Entre 50 a 59 años","Reglamento 2018"
"5962","P0010154","VERA PEÑA, DELPHIS MORYA","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=10154","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 40 a 49 años","Reglamento 2018"
"5963","P0016821","WEINGÄRTNE , ROLAND","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=16821","Carlos Monge Medrano","I",2019-10-01,2022-10-01,"Entre 50 a 59 años","Reglamento 2018"
"5964","P0003162","ROLDAN ACERO, DAVID JULIAN","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=3162","Maria Rostworowski","II",2019-10-01,2022-10-01,"Entre 60 a 69 años","Reglamento 2018"
"5965","P0010149","HORA VELASQUEZ, RICARDO ANTONIO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=10149","Maria Rostworowski","II",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"5966","P0004283","SALAS PEREZ, EDITH","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=4283","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 40 a 49 años","Reglamento 2018"
"5967","P0055128","LOPEZ CONDORI, ROQUE ENRIQUE","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=55128","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 30 a 39 años","Reglamento 2018"
"5968","P0057303","PAREDES CARDENAS, EVELYN CAROL","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=57303","Carlos Monge Medrano","IV",2019-10-01,2021-10-01,"Entre 40 a 49 años","Reglamento 2018"
"5969","P0010156","BALDEVIANO VIDALON, GERAL CHRISTIAN","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=10156","Carlos Monge Medrano","II",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"5970","P0021811","TORRES HUACO, FRANK DENIS","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21811","Carlos Monge Medrano","IV",2019-10-01,2021-10-01,"Entre 40 a 49 años","Reglamento 2018"
"5971","P0014660","CALVO BUENDIA, EDUARDO WILLIAMS","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=14660","Maria Rostworowski","II",2019-10-01,2022-10-01,"Entre 50 a 59 años","Reglamento 2018"
"5972","P0014781","TAIRA HIGA, JENNY","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=14781","Maria Rostworowski","II",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"5973","P0043347","AMOROS BRIONES, WALTER RAFAEL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=43347","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 70 a 79 años","Reglamento 2018"
"5974","P0014374","GUZMAN RODRIGUEZ, RENATO SEREGEI","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=14374","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 30 a 39 años","Reglamento 2018"
"5975","P0012184","MARROQUIN MOGROVEJO, RENATO JAVIER","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=12184","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 30 a 39 años","Reglamento 2018"
"5976","P0019145","ANGULO PRATOLONGO, FERNANDO RAUL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=19145","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"5977","P0035506","CAHUIN VILLANUEVA, SANDRA MARISOL","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=35506","Maria Rostworowski","II",2020-12-31,2023-12-31,"Entre 40 a 49 años","Reglamento 2018"
"5978","P0011207","MANRIQUE KLINGE, KURT","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=11207","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 60 a 69 años","Reglamento 2018"
"5979","P0120942","CASTRO VILLENA, IMELDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=120942","Maria Rostworowski","III",2021-07-06,2023-07-06,"Entre 30 a 39 años","Reglamento 2018"
"5980","P0010761","ROCA ALCAZAR, FERNANDO HECTOR","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=10761","Maria Rostworowski","II",2020-06-08,2023-06-08,"Entre 60 a 69 años","Reglamento 2018"
"5981","P0063544","GIBAJA OVIEDO, ARMINDA MARGARITA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=63544","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 70 a 79 años","Reglamento 2018"
"5982","P0013192","MORALES BUENO, EMMA PATRICIA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13192","Maria Rostworowski","I",2020-06-08,2023-06-08,"Entre 60 a 69 años","Reglamento 2018"
"5983","P0051636","SUPO QUISPE, LUIS ALBERTO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=51636","Carlos Monge Medrano","IV",2021-08-02,2023-08-02,"Entre 30 a 39 años","Reglamento 2018"
"5984","P0020291","ESPINOZA MONTES, CIRO ABELARDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20291","Carlos Monge Medrano","III",2020-12-21,2022-12-21,"Entre 50 a 59 años","Reglamento 2018"
"5985","P0022447","FLORES BARREDA, CARMEN ELENA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=22447","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 60 a 69 años","Reglamento 2018"
"5986","P0063701","MORON ANTONIO, JULIO OCTAVIO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=63701","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 70 a 79 años","Reglamento 2018"
"5987","P0013492","MAJLUF CHIOK, MARÍA PATRICI","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13492","Carlos Monge Medrano","II",2019-10-01,2022-10-01,"Entre 60 a 69 años","Reglamento 2018"
"5988","P0038647","ORDOÑEZ MIRANDA, EDILBERTO JOSE","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=38647","Carlos Monge Medrano","II",2020-05-07,2023-05-07,"Entre 40 a 49 años","Reglamento 2018"
"5989","P0004269","HILARIO CARDENAS, JORGE RUBEN","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=4269","Carlos Monge Medrano","III",2021-08-02,2023-08-02,"Entre 50 a 59 años","Reglamento 2018"
"5990","P0029522","APAZA TARQUI, ALEJANDRO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=29522","Carlos Monge Medrano","IV",2020-07-24,2022-07-24,"Entre 50 a 59 años","Reglamento 2018"
"5991","P0016925","PACHECO MARINO, SUANI GIOVANNA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=16925","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"5992","P0002121","ANDIA AYME, VIDALINA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=2121","Maria Rostworowski","I",2020-12-31,2023-12-31,"Entre 60 a 69 años","Reglamento 2018"
"5993","P0003149","RIVERA ORAMS, MARIA CECILIA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=3149","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 60 a 69 años","Reglamento 2018"
"5994","P0024803","OROZCO BARBOSA, LUIS","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=24803","Carlos Monge Medrano","I",2019-10-01,2022-10-01,"Entre 60 a 69 años","Reglamento 2018"
"5995","P0023205","CATAÑO SANCHEZ, MIGUEL ANGEL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=23205","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"5996","P0016160","CABRERA VILLANUEVA, PROSPERO CELESTINO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=16160","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 60 a 69 años","Reglamento 2018"
"5997","P0046517","PEREZ POZO, SANTOS ENRIQUE","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=46517","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 50 a 59 años","Reglamento 2018"
"5998","P0043983","ESCALANTE TRESIERRA, VIOLETA DEL CARMEN","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=43983","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 40 a 49 años","Reglamento 2018"
"5999","P0010827","DE LA CRUZ VALDIVIANO, CARLOS BACILIO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=10827","Maria Rostworowski","II",2020-09-24,2023-09-24,"Entre 50 a 59 años","Reglamento 2018"
"6000","P0036274","GAMERO SOBERO, PATRICIA ANGELICA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=36274","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"6001","P0003169","DEL CARPIO GALLEGOS, JAVIER FERNANDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=3169","Maria Rostworowski","II",2020-09-16,2023-09-16,"Entre 60 a 69 años","Reglamento 2018"
"6002","P0021144","CAMPOS GUEVARA, FRANCISCO EDUARDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21144","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 50 a 59 años","Reglamento 2018"
"6003","P0013557","GUERRA GIRALDEZ, DANIEL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13557","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"6004","P0109666","FIGUEROA TAUQUINO, RAFAEL RAMÒ","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=109666","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 70 a 79 años","Reglamento 2018"
"6005","P0049201","CALLA FLOREZ, MIRIAM","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=49201","Carlos Monge Medrano","IV",2021-08-03,2023-08-03,"Entre 40 a 49 años","Reglamento 2018"
"6006","P0013521","CARDENAS MEDINA, JOSE MANUEL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13521","Carlos Monge Medrano","IV",2019-10-01,2021-10-01,"Entre 40 a 49 años","Reglamento 2018"
"6007","P0134878","NAGLES  VIDAL , EDGAR ORLANDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=134878","Carlos Monge Medrano","I",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"6008","P0021014","SEINFELD LEMLIG, JANICE NATALIE","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21014","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 50 a 59 años","Reglamento 2018"
"6009","P0013423","HURTADO JARA, OMAR ARMANDO MANUEL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13423","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 50 a 59 años","Reglamento 2018"
"6010","P0019213","LIPA CHANCOLLA, ROXANA MAYBOR","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=19213","Maria Rostworowski","II",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"6011","P0013032","MONTERO DIAZ, MARIA LUISA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13032","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 60 a 69 años","Reglamento 2018"
"6012","P0018913","PEREZ JANAMPA, DAVID REMY","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=18913","Maria Rostworowski","II",2019-10-01,2022-10-01,"Entre 30 a 39 años","Reglamento 2018"
"6013","P0044116","SILVESTRE CASAS, ROCIO DEL CARMEN","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=44116","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 40 a 49 años","Reglamento 2018"
"6014","P0046030","PAREDES SALAZAR, JUAN AUGUSTO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=46030","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 20 a 29 años","Reglamento 2018"
"6015","P0036496","QUISPE COLQUEPISCO, SARITA KARINA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=36496","Maria Rostworowski","II",2019-10-01,2022-10-01,"Entre 30 a 39 años","Reglamento 2018"
"6016","P0021333","SILVA ROJAS, WILDA CECILIA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21333","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 70 a 79 años","Reglamento 2018"
"6017","P0001779","SANCHEZ RAMIREZ, SONIA C.","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1779","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 60 a 69 años","Reglamento 2018"
"6018","P0011648","EXEBIO CORNETERO, CRISTOBAL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=11648","Maria Rostworowski","II",2019-10-01,2022-10-01,"Entre 70 a 79 años","Reglamento 2018"
"6019","P0073503","LLAJA ROJAS, VICTORIA HERMILA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=73503","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 60 a 69 años","Reglamento 2018"
"6020","P0116818","GUEVARA MONCADA, RUBÉN","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=116818","Carlos Monge Medrano","III",2020-07-02,2022-07-02,"Entre 60 a 69 años","Reglamento 2018"
